,College Name and Program,Country,CourseURL,Degree,Duration,Duration Unit,ECTS Credits,Experience_In Years,FeeAmount,FeeCurrency,FeeUnit,TOEFL IBT,desc,name
621,['Missouri University of Science and Technology'],United States,http://www.mastersportal.eu/studies/122178/geology-and-geophysics.html,msc,,,,,,,,,"Graduate work in geology and geophysics is offered at both the master of science (thesis and non-thesis) and doctoral levels. Programs are designed to provide you with an understanding of the fundamentals and principles of geology, geochemistry, and geophysics. Research investigations comprise a significant part of each program, and at the doctoral level an original contribution to the science is required.",Geology and Geophysics
622,['Rensselaer Polytechnic Institute'],United States,http://www.mastersportal.eu/studies/114044/applied-physics.html,msc,24,months,,,70719,USD,year,80,The physics department has a vigorous graduate program with approximately 60 students working toward M.S. and Ph.D. degrees.,Applied Physics
623,['University of Canterbury'],New Zealand,http://www.mastersportal.eu/studies/104947/physics.html,msc,24,months,,,51800,EUR,year,90,"What type of student might consider a Physics degree? Famous UC alumnus, Ernest Rutherford, was intrigued in childhood by seeing a stick apparently bend when dipped into a farm bucket of water; Albert Einstein asked how his face would appear in a hand-held mirror if he ran at some significant fraction of the speed of light. ",Physics
624,['Lahore University of Management Sciences'],Pakistan,http://www.mastersportal.eu/studies/197398/physics.html,msc,48,months,,,214,USD,credit,,The Physics MS programme at LUMS is carefully crafted to cater to local needs while recognising the evolving international trends in graduate level physics education. ,Physics
625,['Mahidol University'],Thailand,http://www.mastersportal.eu/studies/66549/physics.html,msc,12,months,,,1340,EUR,semester,54,"Mahidol University has its origins in the frist institute of higher education in Thailand, which was founded by King Chulalongkorn in 1889, as a medical school attached to Siriraj Hospital. The University was established in 1943 as the University of Medical.",Physics
626,['Delaware State University'],United States,http://www.mastersportal.eu/studies/179625/physics.html,msc,24,months,,,16138,USD,year,79,"The Master of Science Program in Physics seeks to provide each student with a thorough understanding of the discipline in preparation for employment in research and development programs, or to prepare for advanced degree (Ph.D.) in academic programs.",Physics
627,"['Middle East Technical University, Northern Cyprus Campus']","Cyprus, northern part *",http://www.mastersportal.eu/studies/179895/electrical-and-electronics-engineering.html,msc,24,months,,,4200,USD,year,85,"The Master of Science program in lectrical and Electronics Engineering from Middle East Technical University, Northern Cyprus Campus gives opportunities to qualified students for further education at an advanced level. ",Electrical and Electronics Engineering
628,['Delft University of Technology (TU Delft)'],Netherlands,http://www.mastersportal.eu/studies/107/applied-physics.html,msc,24,months,120,,15166,EUR,year,90,"Applied Physics covers phenomena ranging from the infinitesimally small – subatomic particles – to the unimaginably large – the universe. Somewhere between these two, there is the reality of everyday life. Applied physics is about translating a deep understanding of the theoretical underpinnings of physics into concrete results to benefit society.",Applied Physics
629,['University of Manitoba'],Canada,http://www.mastersportal.eu/studies/116304/physics-and-astronomy.html,msc,24,months,,,10240,USD,year,86,The Department of Physics and Astronomy offers opportunities for graduate study in several experimental and theoretical fields of contemporary interest. A Master’s degree in physics normally consists of both coursework and a thesis.,Physics and Astronomy
630,['Moscow Institute of Physics and Technology (MIPT)'],Russia,http://www.mastersportal.eu/studies/114055/beam-plasma-systems-and-technologies.html,msc,24,months,,,2700,USD,year,,The programme focuses on fundamental and applied research in plasma physics and plasma chemistry and their role in advanced technologies; it is based on a holistic approach to beam-plasma systems and their life cycle support.,Beam Plasma Systems and Technologies
631,"['University of Innsbruck', 'Faculty of Mathematics, Computer Science and Physics']",Austria,http://www.mastersportal.eu/studies/111190/physics.html,msc,24,months,120,,,,,,The Master's Programme Physics prepares for a highly qualified occupation in industry and in research as well as for the Doctor of Philosophy Programme Physics. ,Physics
632,['Dalian University of Technology'],China,http://www.mastersportal.eu/studies/63226/plasma-physics.html,msc,36,months,,,4350,USD,year,,Plasma Physics in Dalian University of Technology (DUT) enjoys a high reputation both at home and abroad for its excellent performance in both research and education; it is one of the best programs of plasma physics in China.,Plasma Physics
633,['Christopher Newport University'],United States,http://www.mastersportal.eu/studies/187535/teaching-physics-6-12.html,,24,months,,,1108,USD,credit,92,Becoming a great teacher means embarking on a program of study that will give you both the content and pedagogical knowledge you need to be successful.,Teaching - Physics 6 - 12
634,['University of Malaya'],Malaysia,http://www.mastersportal.eu/studies/187255/science-coursework.html,,,,,,,,,80,The Science (Applied Physics) - Coursework programme is offered at University of Malaya.,Science (Applied Physics) - Coursework
635,"['Warsaw University of Technology', 'Faculty of Mechatronics']",Poland,http://www.mastersportal.eu/studies/139108/photonics-engineering.html,msc,18,months,90,,1350,EUR,semester,87,Photonics belongs to EU Key Enabling Technologies of the 21st century with strong impact in almost every aspect of our lives. The Photonics Engineering degree is offered by Warsaw University of Technology.,Photonics Engineering
636,['The University of Georgia'],United States,http://www.mastersportal.eu/studies/111790/physics.html,msc,24,months,,,14063,USD,semester,80,"The Master program in Physics has two main goals: achieving a broad background in physics or physics and astronomy through coursework and seminars, and developing independent research skills through the completion of an original thesis project.",Physics
